News_content,scores,wordList
A wealthy Manhattan school wants to build an athletic facility that would hide the remnants of a 19th-century orphanage. There’s only one thing standing in its way.,0.2023,"['wealthy', 'manhattan', 'school', 'want', 'build', 'athletic', 'facility', 'hide', 'remnant', 'orphanage', 'thing', 'standing', 'way']"
"Within six months of meeting, they began buying paintings together. They fell in love with more than the art.",0.6369,"['within', 'six', 'month', 'meeting', 'began', 'buying', 'painting', 'together', 'fell', 'love', 'art']"
"The Oscars, a new history of Northern Ireland, Isaac Mizrahi and more.",0.0,"['oscar', 'history', 'northern', 'ireland', 'isaac', 'mizrahi']"
We’d like your thoughts on the New York Times home page experience.Let us know what you think ,0.3612,"['like', 'thought', 'page', 'u', 'know', 'think']"
Advertisement,0.0,[]
Supported by,0.3182,['supported']
Francis argued that more was required than legal processes and “disciplinary measures” from the Roman Catholic Church. But his speech offered no policy remedies.,-0.4939,"['francis', 'argued', 'required', 'legal', 'process', 'disciplinary', 'measure', 'roman', 'catholic', 'church', 'speech', 'offered', 'policy', 'remedy']"
By Jason Horowitz and Elizabeth Dias,0.0,"['jason', 'horowitz', 'elizabeth', 'dia']"
"Not wanting to take a Chinese plane to Vietnam, the North Korean leader is crossing China by train instead, in the same style as his grandfather.",0.0,"['wanting', 'take', 'chinese', 'plane', 'vietnam', 'north', 'korean', 'leader', 'crossing', 'china', 'train', 'instead', 'style', 'grandfather']"
By Jane Perlez,0.0,"['jane', 'perlez']"
"Over the past decade, laws in Western Australia have sent thousands of people to prison for unpaid fines. Aboriginal women are particularly vulnerable, and in the worst cases, have been arrested when they called for help.",-0.8748,"['past', 'decade', 'law', 'western', 'australia', 'thousand', 'people', 'prison', 'unpaid', 'fine', 'aboriginal', 'woman', 'particularly', 'vulnerable', 'worst', 'case', 'arrested', 'called', 'help']"
By Livia Albeck-Ripka,0.0,['livia']
"The arrival of Mullah Abdul Ghani Baradar, the Taliban’s political chief, was the latest sign that talks with Americans had reached a crucial stage.",0.1027,"['arrival', 'mullah', 'abdul', 'ghani', 'baradar', 'taliban', 'political', 'chief', 'latest', 'sign', 'talk', 'american', 'reached', 'crucial', 'stage']"
By Mujib Mashal,0.0,"['mujib', 'mashal']"
"According to a report, last year was the single deadliest for Afghan civilians since the United Nations began documenting casualties a decade ago.",0.4215,"['according', 'report', 'last', 'single', 'deadliest', 'afghan', 'civilian', 'since', 'united', 'nation', 'began', 'documenting', 'casualty', 'decade', 'ago']"
By David Zucchino,0.0,"['david', 'zucchino']"
"The archbishop of Canterbury is said to be seeking five days of prayer, starting the day after Britain’s departure from the E.U. takes effect.",0.0,"['archbishop', 'canterbury', 'seeking', 'five', 'day', 'prayer', 'starting', 'day', 'britain', 'departure', 'take', 'effect']"
By Iliana Magra,0.0,"['iliana', 'magra']"
"As voters go to the polls on Sunday, critics say Macky Sall has consolidated control of the country and used undemocratic tactics to elbow opponents aside.",-0.296,"['voter', 'go', 'poll', 'sunday', 'critic', 'say', 'macky', 'sall', 'consolidated', 'control', 'country', 'used', 'undemocratic', 'tactic', 'elbow', 'opponent', 'aside']"
By Jaime Yaya Barry,0.0,"['jaime', 'yaya', 'barry']"
"A museum dedicated to the division of India and birth of Pakistan documents a bloody era that, however distant, is still capable of arousing passions.",0.7096,"['museum', 'dedicated', 'division', 'india', 'birth', 'pakistan', 'document', 'bloody', 'era', 'however', 'distant', 'still', 'capable', 'arousing', 'passion']"
By Kai Schultz,0.0,"['kai', 'schultz']"
"In a showdown with the Maduro government, Venezuela’s opposition managed to get a small truckload of supplies in from Brazil, but elsewhere its effort appeared stalled.",-0.296,"['showdown', 'maduro', 'government', 'venezuela', 'opposition', 'managed', 'get', 'small', 'truckload', 'supply', 'brazil', 'elsewhere', 'effort', 'appeared', 'stalled']"
"By Nicholas Casey, Albinson Linares and Anatoly Kurmanaev",0.0,"['nicholas', 'casey', 'albinson', 'linares', 'anatoly', 'kurmanaev']"
The appointment of Princess Reema bint Bandar bin Sultan comes amid tensions with Washington over the killing of the Saudi dissident Jamal Khashoggi.,-0.7964,"['appointment', 'princess', 'reema', 'bint', 'bandar', 'bin', 'sultan', 'come', 'amid', 'tension', 'washington', 'killing', 'saudi', 'dissident', 'jamal', 'khashoggi']"
By Ben Hubbard,0.0,"['ben', 'hubbard']"
"After multiple delays, federal elections are going ahead. President Muhammadu Buhari, who has promised a crackdown on corruption, is seeking a second term.",0.3612,"['multiple', 'delay', 'federal', 'election', 'going', 'ahead', 'president', 'muhammadu', 'buhari', 'promised', 'crackdown', 'corruption', 'seeking', 'second', 'term']"
By Dionne Searcey,0.0,"['dionne', 'searcey']"
"Hanna Johannes Cosar had commanded a Christian militia to fight the Islamic State in Syria. He was fined about $500, a relatively lenient punishment.",-0.5719,"['hanna', 'johannes', 'cosar', 'commanded', 'christian', 'militia', 'fight', 'islamic', 'state', 'syria', 'fined', 'relatively', 'lenient', 'punishment']"
By Reuters,0.0,['reuters']
"As the debate grinds toward a climax, Ireland is getting a familiar feeling: “The British,” as one person said, “are about to kick us in the teeth again.”",0.128,"['debate', 'grind', 'toward', 'climax', 'ireland', 'getting', 'familiar', 'feeling', 'british', 'person', 'kick', 'u', 'teeth']"
By Kimiko de Freytas-Tamura,0.0,['kimiko']
Newly published correspondence gives Catherine Dickens’s account of a great Victorian scandal.,0.296,"['newly', 'published', 'correspondence', 'give', 'catherine', 'dickens', 'account', 'great', 'victorian', 'scandal']"
By Palko Karasz,0.0,"['palko', 'karasz']"
Advertisement,0.0,[]
"A Saudi-financed center offers six weeks of comfort and schooling to former child soldiers in Yemen. But it doubles as a propaganda stage set, blaming only one side for the conflict: Houthis.",-0.6124,"['center', 'offer', 'six', 'week', 'comfort', 'schooling', 'former', 'child', 'soldier', 'yemen', 'double', 'propaganda', 'stage', 'set', 'blaming', 'side', 'conflict', 'houthis']"
By David D. Kirkpatrick,0.0,"['david', 'kirkpatrick']"
"President Nicolás Maduro of Venezuela sent troops to the Colombian border to block U.S. humanitarian aid from entering his country. We went to Cúcuta, Colombia, where the aid impasse is heading toward a confrontation, and spoke with an exiled sergeant who defected from Maduro’s Bolivarian National Guard.",-0.7845,"['president', 'nicolás', 'maduro', 'venezuela', 'troop', 'colombian', 'border', 'block', 'humanitarian', 'aid', 'entering', 'country', 'went', 'cúcuta', 'colombia', 'aid', 'impasse', 'heading', 'toward', 'confrontation', 'spoke', 'exiled', 'sergeant', 'defected', 'maduro', 'bolivarian', 'national', 'guard']"
"By Brent McDonald, Emily Rhyne and Orlando De Guzman",0.0,"['brent', 'mcdonald', 'emily', 'rhyne', 'orlando', 'guzman']"
Thousands of French people are coming to live in Quebec and discovering that a common language doesn’t necessarily mean a common culture.,0.0,"['thousand', 'french', 'people', 'coming', 'live', 'quebec', 'discovering', 'common', 'language', 'necessarily', 'mean', 'common', 'culture']"
By Dan Bilefsky,0.0,"['dan', 'bilefsky']"
"As newly middle-class Indians flock to Goa’s beaches, residents of the former countercultural enclave worry its laid-back, tolerant vibe will be disrupted by the visitors’ more conservative mores.",-0.2023,"['newly', 'indian', 'flock', 'goa', 'beach', 'resident', 'former', 'countercultural', 'enclave', 'worry', 'tolerant', 'vibe', 'disrupted', 'visitor', 'conservative', 'more']"
By Maria Abi-Habib,0.0,['maria']
"Laila Haidari’s popular Kabul restaurant, where men and women dine freely together, finances her drug treatment center. Now she has a new cause: fighting a peace deal with the Taliban.",0.7717,"['laila', 'haidari', 'popular', 'kabul', 'restaurant', 'men', 'woman', 'dine', 'freely', 'together', 'finance', 'drug', 'treatment', 'center', 'cause', 'fighting', 'peace', 'deal', 'taliban']"
By Rod Nordland,0.0,"['rod', 'nordland']"
The Chinese authorities turned to a Massachusetts company and a prominent Yale researcher as they built an enormous system of surveillance and control.,0.3182,"['chinese', 'authority', 'turned', 'massachusetts', 'company', 'prominent', 'yale', 'researcher', 'built', 'enormous', 'system', 'surveillance', 'control']"
By Sui-Lee Wee,0.0,['wee']
The competition to build an oil refinery in Uganda is a case study in what America faces as it challenges China’s infrastructure lending program.,0.0772,"['competition', 'build', 'oil', 'refinery', 'uganda', 'case', 'study', 'america', 'face', 'challenge', 'china', 'infrastructure', 'lending', 'program']"
By Edward Wong,0.0,"['edward', 'wong']"
"A giant dam was supposed to help lift Ecuador out of poverty. Instead, it’s part of a national scandal, and a future tethered to China.",-0.5423,"['giant', 'dam', 'supposed', 'help', 'lift', 'ecuador', 'poverty', 'instead', 'part', 'national', 'scandal', 'future', 'tethered', 'china']"
By Nicholas Casey and Clifford Krauss,0.0,"['nicholas', 'casey', 'clifford', 'krauss']"
"Under a program China insisted was peaceful, Pakistan is cooperating on distinctly defense-related projects, including a secret plan to build new fighter jets.",0.5859,"['program', 'china', 'insisted', 'peaceful', 'pakistan', 'cooperating', 'distinctly', 'project', 'including', 'secret', 'plan', 'build', 'fighter', 'jet']"
By Maria Abi-Habib,0.0,['maria']
"Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.",0.6369,"['ye', 'jianming', 'courted', 'biden', 'family', 'networked', 'former', 'united', 'state', 'security', 'official', 'today', 'empire', 'crashing', 'court']"
"By Alexandra Stevenson, David Barboza, Matthew Goldstein and Paul Mozur",0.0,"['alexandra', 'stevenson', 'david', 'barboza', 'matthew', 'goldstein', 'paul', 'mozur']"
Let us help you start your day.,0.4019,"['let', 'u', 'help', 'start', 'day']"
By Alisha Haridasani Gupta,0.0,"['alisha', 'haridasani', 'gupta']"
"Behind the scenes, businesspeople worry that Beijing has become more interested in solidifying its control over people’s lives than promoting economic growth.",0.6361,"['behind', 'scene', 'businesspeople', 'worry', 'beijing', 'become', 'interested', 'solidifying', 'control', 'people', 'life', 'promoting', 'economic', 'growth']"
By Li Yuan,0.0,"['li', 'yuan']"
"Plus, what a sneaker says about college sports, and questions about the next step in building wireless networks.",0.0,"['plus', 'sneaker', 'say', 'college', 'sport', 'question', 'next', 'step', 'building', 'wireless', 'network']"
By Zach Wichter,0.0,"['zach', 'wichter']"
Venezuelan security forces and protesters faced off in the border town of Ureña as locals tried to clear a path for humanitarian aid to enter the country from Colombia.,0.4767,"['venezuelan', 'security', 'force', 'protester', 'faced', 'border', 'town', 'ureña', 'local', 'tried', 'clear', 'path', 'humanitarian', 'aid', 'enter', 'country', 'colombia']"
By Ainara Tiefenthäler,0.0,"['ainara', 'tiefenthäler']"
"As Pope Francis gathered church leaders to discuss the abuse of children, the topic most buzzing at meeting margins was not even on the agenda.",-0.6369,"['pope', 'francis', 'gathered', 'church', 'leader', 'discus', 'abuse', 'child', 'topic', 'buzzing', 'meeting', 'margin', 'even', 'agenda']"
By Jason Horowitz and Elisabetta Povoledo,0.0,"['jason', 'horowitz', 'elisabetta', 'povoledo']"
"An armored train carrying the North Korean leader left Pyongyang for a 2,800-mile journey across China to his planned summit meeting with President Trump in Vietnam, the North Korean state news media said.",0.0,"['armored', 'train', 'carrying', 'north', 'korean', 'leader', 'left', 'pyongyang', 'journey', 'across', 'china', 'planned', 'summit', 'meeting', 'president', 'trump', 'vietnam', 'north', 'korean', 'state', 'news', 'medium']"
By Choe Sang-Hun,0.0,['choe']
"The Venezuelan opposition has vowed to forcibly bring tons of humanitarian aid, donated by the United States, from Colombia into Venezuela on Saturday. ",0.4215,"['venezuelan', 'opposition', 'vowed', 'forcibly', 'bring', 'ton', 'humanitarian', 'aid', 'donated', 'united', 'state', 'colombia', 'venezuela', 'saturday']"
By The New York Times,0.0,[]
"Mrs. Agnelli, descended from Neapolitan nobility, glided through the Italian aristocracy as an artist’s muse and subject of fashion-world fascination.",0.4939,"['agnelli', 'descended', 'neapolitan', 'nobility', 'glided', 'italian', 'aristocracy', 'artist', 'muse', 'fascination']"
By Bonnie Wertheim,0.0,"['bonnie', 'wertheim']"
The deaths occurred weeks after about 100 Indians had perished after drinking from another batch of illegally made alcohol.,0.0,"['death', 'occurred', 'week', 'indian', 'perished', 'drinking', 'another', 'batch', 'illegally', 'made', 'alcohol']"
By Kai Schultz and Hari Kumar,0.0,"['kai', 'schultz', 'hari', 'kumar']"
His decision to commit 200 troops to a multinational force in the northeast — in addition to 200 in the southeast — came after European allies refused to send troops if the United States would not.,0.4215,"['decision', 'commit', 'troop', 'multinational', 'force', 'northeast', 'addition', 'southeast', 'came', 'european', 'ally', 'refused', 'send', 'troop', 'united', 'state']"
By Mark Landler and Helene Cooper,0.0,"['mark', 'landler', 'helene', 'cooper']"
Advertisement,0.0,[]
Advertisement,0.0,[]
Advertisement,0.0,[]
Supported by,0.3182,['supported']
Beyond the connection to figures like Robert Kraft lies the wretched story of women who officials say were forced to work in alarming conditions.,-0.5859,"['beyond', 'connection', 'figure', 'like', 'robert', 'kraft', 'lie', 'wretched', 'story', 'woman', 'official', 'say', 'forced', 'work', 'alarming', 'condition']"
By Patricia Mazzei,0.0,"['patricia', 'mazzei']"
A 10-year-old boy died on a waterslide at a Kansas water park in 2016. A judge ruled that prosecutors engaged in “grand jury abuse” and dismissed charges against those who designed it.,-0.4588,"['boy', 'died', 'waterslide', 'kansa', 'water', 'park', 'judge', 'ruled', 'prosecutor', 'engaged', 'grand', 'jury', 'abuse', 'dismissed', 'charge', 'designed']"
By Jacey Fortin,0.0,"['jacey', 'fortin']"
Nine of the leading contenders in Chicago's wide-open mayoral election on Tuesday give nutshell answers to some essential and not-so-essential questions.,0.0,"['nine', 'leading', 'contender', 'chicago', 'mayoral', 'election', 'tuesday', 'give', 'nutshell', 'answer', 'essential', 'question']"
By Julie Bosman and Alyssa Schukar,0.0,"['julie', 'bosman', 'alyssa', 'schukar']"
"In the aftermath of Jussie Smollett’s arrest, one lawmaker has promised to draft a bill increasing the penalty for filing false reports.",-0.4404,"['aftermath', 'jussie', 'smollett', 'arrest', 'lawmaker', 'promised', 'draft', 'bill', 'increasing', 'penalty', 'filing', 'false', 'report']"
By Audra D. S. Burch,0.0,"['audra', 'burch']"
Garrett Morgan created an improved gas mask. Marie Van Brittan Brown patented a home security system. Lonnie Johnson dreamed up the Super Soaker.,0.886,"['garrett', 'morgan', 'created', 'improved', 'gas', 'mask', 'marie', 'van', 'brittan', 'brown', 'patented', 'security', 'system', 'lonnie', 'johnson', 'dreamed', 'super', 'soaker']"
By Claudio E. Cabrera and Julia Jacobs,0.0,"['claudio', 'cabrera', 'julia', 'jacob']"
"Despite evidence that PG&E was responsible for repeated safety violations and involved in deadly wildfires, lawmakers have continued to benefit from its political donations.",0.5719,"['despite', 'evidence', 'pg', 'responsible', 'repeated', 'safety', 'violation', 'involved', 'deadly', 'wildfire', 'lawmaker', 'continued', 'benefit', 'political', 'donation']"
By Thomas Fuller and Ivan Penn,0.0,"['thomas', 'fuller', 'ivan', 'penn']"
"Given the actor’s long history in show business and political causes, it is all the more baffling to friends that he would risk so much.",0.3102,"['given', 'actor', 'long', 'history', 'show', 'business', 'political', 'cause', 'baffling', 'friend', 'risk', 'much']"
"By Jack Healy, Michael Cooper, Serge F. Kovaleski and Alyssa Schukar",0.0,"['jack', 'healy', 'michael', 'cooper', 'serge', 'kovaleski', 'alyssa', 'schukar']"
Elecia R. Dexter is taking over The Democrat-Reporter after her predecessor wrote an editorial calling for the return of the Ku Klux Klan.,0.0,"['elecia', 'dexter', 'taking', 'predecessor', 'wrote', 'editorial', 'calling', 'return', 'ku', 'klux', 'klan']"
By Sarah Mervosh,0.0,"['sarah', 'mervosh']"
Advertisement,0.0,[]
"Critics condemned the layout, with one calling it “an incitement of violence.”",-0.6249,"['critic', 'condemned', 'layout', 'calling', 'incitement', 'violence']"
By Emily S. Rueb,0.0,"['emily', 'rueb']"
The moderates who secured the Democratic House majority are feeling the heat from the new progressives who took seats in liberal bastions — and the constituents at home who oppose them.,0.4939,"['moderate', 'secured', 'democratic', 'house', 'majority', 'feeling', 'heat', 'progressive', 'took', 'seat', 'liberal', 'bastion', 'constituent', 'oppose']"
By Catie Edmondson and Emily Cochrane,0.0,"['catie', 'edmondson', 'emily', 'cochrane']"
"Vice President Mike Pence is commonly seen around Washington as a mute helpmate to a bombastic president. On foreign soil, he has toyed with the idea of branching out — just not too far.",0.0,"['vice', 'president', 'mike', 'penny', 'commonly', 'seen', 'around', 'washington', 'mute', 'helpmate', 'bombastic', 'president', 'foreign', 'soil', 'toyed', 'idea', 'branching', 'far']"
By Katie Rogers,0.0,"['katie', 'rogers']"
The chairman of the House Intelligence Committee said Democrats would wage a legal battle if the Justice Department did not release the special counsel’s final report.,0.484,"['chairman', 'house', 'intelligence', 'committee', 'democrat', 'wage', 'legal', 'battle', 'justice', 'department', 'release', 'special', 'counsel', 'final', 'report']"
By Emily Cochrane,0.0,"['emily', 'cochrane']"
"It was unclear if the event would include a parade or a display of military might, as President Trump has repeatedly sought in the past.",-0.25,"['unclear', 'event', 'include', 'parade', 'display', 'military', 'might', 'president', 'trump', 'repeatedly', 'sought', 'past']"
By Sarah Mervosh,0.0,"['sarah', 'mervosh']"
"The justices will hear arguments this week about whether the cross in Bladensburg, Md., which honors local men who died in World War I, violates the separation of church and state.",-0.8807,"['justice', 'hear', 'argument', 'week', 'whether', 'cross', 'bladensburg', 'honor', 'local', 'men', 'died', 'world', 'war', 'violates', 'separation', 'church', 'state']"
By Adam Liptak,0.0,"['adam', 'liptak']"
Secretary of State Mike Pompeo works hard at being President Trump’s most loyal cabinet member and greatest evangelist of “America First.” But the world is pushing back.,0.8016,"['secretary', 'state', 'mike', 'pompeo', 'work', 'hard', 'president', 'trump', 'loyal', 'cabinet', 'member', 'greatest', 'evangelist', 'america', 'world', 'pushing', 'back']"
By David E. Sanger and Edward Wong,0.0,"['david', 'sanger', 'edward', 'wong']"
The special counsel’s team said the fact that Paul Manafort lied to prosecutors after agreeing to cooperate “reflects a hardened adherence to committing crimes and lack of remorse.”,0.128,"['special', 'counsel', 'team', 'fact', 'paul', 'manafort', 'lied', 'prosecutor', 'agreeing', 'cooperate', 'reflects', 'hardened', 'adherence', 'committing', 'crime', 'lack', 'remorse']"
By Sharon LaFraniere,0.0,"['sharon', 'lafraniere']"
Documents released on Saturday revealed details of the 10 sex abuse charges that could send the R&B singer to prison. He was ordered held on $1 million bond.,-0.8625,"['document', 'released', 'saturday', 'revealed', 'detail', 'sex', 'abuse', 'charge', 'could', 'send', 'r', 'b', 'singer', 'prison', 'ordered', 'held', 'million', 'bond']"
By Robert Chiarito and Elizabeth A. Harris,0.0,"['robert', 'chiarito', 'elizabeth', 'harris']"
"Mr. Hogan, a moderate Republican who is considering a primary challenge to President Trump, called the president’s victory in 2016 an “anomaly.”",0.0772,"['hogan', 'moderate', 'republican', 'considering', 'primary', 'challenge', 'president', 'trump', 'called', 'president', 'victory', 'anomaly']"
By Alexander Burns and Lisa Lerer,0.0,"['alexander', 'burn', 'lisa', 'lerer']"
Advertisement,0.0,[]
Advertisement,0.0,[]
Advertisement,0.0,[]
Supported by,0.3182,['supported']
"Vice President Mike Pence is commonly seen around Washington as a mute helpmate to a bombastic president. On foreign soil, he has toyed with the idea of branching out — just not too far.",0.0,"['vice', 'president', 'mike', 'penny', 'commonly', 'seen', 'around', 'washington', 'mute', 'helpmate', 'bombastic', 'president', 'foreign', 'soil', 'toyed', 'idea', 'branching', 'far']"
By Katie Rogers,0.0,"['katie', 'rogers']"
Secretary of State Mike Pompeo works hard at being President Trump’s most loyal cabinet member and greatest evangelist of “America First.” But the world is pushing back.,0.8016,"['secretary', 'state', 'mike', 'pompeo', 'work', 'hard', 'president', 'trump', 'loyal', 'cabinet', 'member', 'greatest', 'evangelist', 'america', 'world', 'pushing', 'back']"
By David E. Sanger and Edward Wong,0.0,"['david', 'sanger', 'edward', 'wong']"
"It was unclear if the event would include a parade or a display of military might, as President Trump has repeatedly sought in the past.",-0.25,"['unclear', 'event', 'include', 'parade', 'display', 'military', 'might', 'president', 'trump', 'repeatedly', 'sought', 'past']"
By Sarah Mervosh,0.0,"['sarah', 'mervosh']"
Konstantin V. Kilimnik is central to two of the most tantalizing elements in the special counsel’s investigation of possible collusion between the Trump campaign and Russia.,0.4019,"['konstantin', 'kilimnik', 'central', 'two', 'tantalizing', 'element', 'special', 'counsel', 'investigation', 'possible', 'collusion', 'trump', 'campaign', 'russia']"
By Kenneth P. Vogel and Andrew E. Kramer,0.0,"['kenneth', 'vogel', 'andrew', 'kramer']"
Advertisement,0.0,[]
"Critics condemned the layout, with one calling it “an incitement of violence.”",-0.6249,"['critic', 'condemned', 'layout', 'calling', 'incitement', 'violence']"
By Emily S. Rueb,0.0,"['emily', 'rueb']"
The moderates who secured the Democratic House majority are feeling the heat from the new progressives who took seats in liberal bastions — and the constituents at home who oppose them.,0.4939,"['moderate', 'secured', 'democratic', 'house', 'majority', 'feeling', 'heat', 'progressive', 'took', 'seat', 'liberal', 'bastion', 'constituent', 'oppose']"
By Catie Edmondson and Emily Cochrane,0.0,"['catie', 'edmondson', 'emily', 'cochrane']"
The chairman of the House Intelligence Committee said Democrats would wage a legal battle if the Justice Department did not release the special counsel’s final report.,0.484,"['chairman', 'house', 'intelligence', 'committee', 'democrat', 'wage', 'legal', 'battle', 'justice', 'department', 'release', 'special', 'counsel', 'final', 'report']"
By Emily Cochrane,0.0,"['emily', 'cochrane']"
"Mayor Bill de Blasio spoke of how Democrats should take back the White House in 2020, even as he was unsure if that strategy included his candidacy.",-0.25,"['mayor', 'bill', 'blasio', 'spoke', 'democrat', 'take', 'back', 'white', 'house', 'even', 'unsure', 'strategy', 'included', 'candidacy']"
By Jeffery C. Mays,0.0,"['jeffery', 'may']"
Nine of the leading contenders in Chicago's wide-open mayoral election on Tuesday give nutshell answers to some essential and not-so-essential questions.,0.0,"['nine', 'leading', 'contender', 'chicago', 'mayoral', 'election', 'tuesday', 'give', 'nutshell', 'answer', 'essential', 'question']"
By Julie Bosman and Alyssa Schukar,0.0,"['julie', 'bosman', 'alyssa', 'schukar']"
"The justices will hear arguments this week about whether the cross in Bladensburg, Md., which honors local men who died in World War I, violates the separation of church and state.",-0.8807,"['justice', 'hear', 'argument', 'week', 'whether', 'cross', 'bladensburg', 'honor', 'local', 'men', 'died', 'world', 'war', 'violates', 'separation', 'church', 'state']"
By Adam Liptak,0.0,"['adam', 'liptak']"
The special counsel’s team said the fact that Paul Manafort lied to prosecutors after agreeing to cooperate “reflects a hardened adherence to committing crimes and lack of remorse.”,0.128,"['special', 'counsel', 'team', 'fact', 'paul', 'manafort', 'lied', 'prosecutor', 'agreeing', 'cooperate', 'reflects', 'hardened', 'adherence', 'committing', 'crime', 'lack', 'remorse']"
By Sharon LaFraniere,0.0,"['sharon', 'lafraniere']"
"The old rules are being rejected, among liberals and conservatives, politicians and economists.",-0.5106,"['old', 'rule', 'rejected', 'among', 'liberal', 'conservative', 'politician', 'economist']"
By Neil Irwin,0.0,"['neil', 'irwin']"
"Mr. Hogan, a moderate Republican who is considering a primary challenge to President Trump, called the president’s victory in 2016 an “anomaly.”",0.0772,"['hogan', 'moderate', 'republican', 'considering', 'primary', 'challenge', 'president', 'trump', 'called', 'president', 'victory', 'anomaly']"
By Alexander Burns and Lisa Lerer,0.0,"['alexander', 'burn', 'lisa', 'lerer']"
"Plus, what a sneaker says about college sports, and questions about the next step in building wireless networks.",0.0,"['plus', 'sneaker', 'say', 'college', 'sport', 'question', 'next', 'step', 'building', 'wireless', 'network']"
By Zach Wichter,0.0,"['zach', 'wichter']"
Advertisement,0.0,[]
"A daily newsletter exploring the people, issues and ideas reshaping our political world.",0.0,"['daily', 'newsletter', 'exploring', 'people', 'issue', 'idea', 'reshaping', 'political', 'world']"
Advertisement,0.0,[]
Advertisement,0.0,[]
Supported by,0.3182,['supported']
"Multiple misleading identities, more than 100 host accounts and 18 corporations were created to run an illegal hotel business in Manhattan, according to a lawsuit filed by the city.",-0.7351,"['multiple', 'misleading', 'identity', 'host', 'account', 'corporation', 'created', 'run', 'illegal', 'hotel', 'business', 'manhattan', 'according', 'lawsuit', 'filed', 'city']"
By Luis Ferré-Sadurní,0.0,['luis']
"Scott Siegel, who stages the “Broadway by the Year” series at Town Hall, was hurt in a bicycle accident last year. But the show must go on.",-0.7579,"['scott', 'siegel', 'stage', 'broadway', 'series', 'town', 'hall', 'hurt', 'bicycle', 'accident', 'last', 'show', 'must', 'go']"
By James Barron,0.0,"['james', 'barron']"
"Mayor Bill de Blasio spoke of how Democrats should take back the White House in 2020, even as he was unsure if that strategy included his candidacy.",-0.25,"['mayor', 'bill', 'blasio', 'spoke', 'democrat', 'take', 'back', 'white', 'house', 'even', 'unsure', 'strategy', 'included', 'candidacy']"
By Jeffery C. Mays,0.0,"['jeffery', 'may']"
"The nonpartisan special election on Tuesday features 17 candidates, and a number of variables.",0.4588,"['nonpartisan', 'special', 'election', 'tuesday', 'feature', 'candidate', 'number', 'variable']"
By Jeffery C. Mays,0.0,"['jeffery', 'may']"
"When the Spence School tore down a parking garage to build a new athletic facility, it found the remnant of an old orphanage. It also discovered Father Boniface Ramsey.",0.0,"['spence', 'school', 'tore', 'parking', 'garage', 'build', 'athletic', 'facility', 'found', 'remnant', 'old', 'orphanage', 'also', 'discovered', 'father', 'boniface', 'ramsey']"
By Alex Vadukul,0.0,"['alex', 'vadukul']"
"From her home base at the Chelsea Hotel, the high-fashion Swiss diva hits the flea markets and the gym before experimenting with new looks in the afternoons.",0.0,"['base', 'chelsea', 'hotel', 'swiss', 'diva', 'hit', 'flea', 'market', 'gym', 'experimenting', 'look', 'afternoon']"
By Alix Strauss,0.0,"['alix', 'strauss']"
New York City’s new ban on discriminating against hairstyle reveals how little African-Americans have benefited from supposedly relaxed work cultures.,-0.1027,"['city', 'ban', 'discriminating', 'hairstyle', 'reveals', 'little', 'benefited', 'supposedly', 'relaxed', 'work', 'culture']"
By Ginia Bellafante,0.0,"['ginia', 'bellafante']"
Manhattan prosecutors are preparing state criminal charges against President Trump’s former campaign chairman in an effort to ensure he will face prison if he is pardoned for his federal crimes.,-0.6486,"['manhattan', 'prosecutor', 'preparing', 'state', 'criminal', 'charge', 'president', 'trump', 'former', 'campaign', 'chairman', 'effort', 'ensure', 'face', 'prison', 'pardoned', 'federal', 'crime']"
By William K. Rashbaum,0.0,"['william', 'rashbaum']"
"Gov. Andrew M. Cuomo called the deal’s collapse “the greatest tragedy” for New York, and he put the blame on Senate Democrats.",-0.1027,"['gov', 'andrew', 'cuomo', 'called', 'deal', 'collapse', 'greatest', 'tragedy', 'put', 'blame', 'senate', 'democrat']"
By Vivian Wang,0.0,"['vivian', 'wang']"
Advertisement,0.0,[]
Recent residential sales in New York City and the region.,0.0,"['recent', 'residential', 'sale', 'city', 'region']"
By C. J. Hughes,0.0,['hughes']
"A Haitian immigrant was shot to death in Brooklyn on Friday, the latest killing in an increasingly violent year in New York.",-0.9217,"['haitian', 'immigrant', 'shot', 'death', 'brooklyn', 'friday', 'latest', 'killing', 'increasingly', 'violent']"
By Ali Winston,0.0,"['ali', 'winston']"
Getting teenagers to clean up after themselves isn’t easy. You might just have to talk to them.,0.6808,"['getting', 'teenager', 'clean', 'easy', 'might', 'talk']"
By Ronda Kaysen,0.0,"['ronda', 'kaysen']"
New York City is reviewing complaints from former employees at Sharon Dorram Color at Sally Hershberger who say their hair was deemed inappropriate for work.,-0.4019,"['city', 'reviewing', 'complaint', 'former', 'employee', 'sharon', 'dorram', 'color', 'sally', 'hershberger', 'say', 'hair', 'deemed', 'inappropriate', 'work']"
By Stacey Stowe,0.0,"['stacey', 'stowe']"
The last two buildings in the Riverside complex that once bore the president’s name have voted to remove it.,-0.25,"['last', 'two', 'building', 'riverside', 'complex', 'bore', 'president', 'name', 'voted', 'remove']"
By Sarah Maslin Nir,0.0,"['sarah', 'maslin', 'nir']"
